name,class,pixCount
tile_1020_lidar.tif,building,6103
tile_1020_lidar.tif,platform,18140
tile_1021_lidar.tif,aguada,0
tile_1021_lidar.tif,building,5196
tile_1021_lidar.tif,platform,8914
tile_1022_lidar.tif,aguada,0
tile_1022_lidar.tif,building,5534
tile_1022_lidar.tif,platform,0
tile_1023_lidar.tif,aguada,0
tile_1023_lidar.tif,building,0
tile_1023_lidar.tif,platform,0
tile_1024_lidar.tif,aguada,0
tile_1024_lidar.tif,building,10930
tile_1024_lidar.tif,platform,15932
tile_1025_lidar.tif,aguada,0
tile_1025_lidar.tif,building,3213
tile_1025_lidar.tif,platform,6631
tile_1026_lidar.tif,aguada,0
tile_1026_lidar.tif,building,0
tile_1026_lidar.tif,platform,0
tile_1027_lidar.tif,aguada,0
tile_1027_lidar.tif,building,4870
tile_1027_lidar.tif,platform,4551
tile_1028_lidar.tif,aguada,0
tile_1028_lidar.tif,building,1101
tile_1028_lidar.tif,platform,1971
tile_1029_lidar.tif,aguada,18532
tile_1029_lidar.tif,building,3818
tile_1029_lidar.tif,platform,5456
tile_102_lidar.tif,aguada,0
tile_102_lidar.tif,building,0
tile_102_lidar.tif,platform,0
tile_1030_lidar.tif,aguada,0
tile_1030_lidar.tif,building,15391
tile_1030_lidar.tif,platform,8302
tile_1031_lidar.tif,aguada,0
tile_1031_lidar.tif,building,50274
tile_1031_lidar.tif,platform,83657
tile_1032_lidar.tif,aguada,0
tile_1032_lidar.tif,building,0
tile_1032_lidar.tif,platform,0
tile_1033_lidar.tif,aguada,0
tile_1033_lidar.tif,building,0
tile_1033_lidar.tif,platform,0
tile_1034_lidar.tif,aguada,0
tile_1034_lidar.tif,building,0
tile_1034_lidar.tif,platform,0
tile_1035_lidar.tif,aguada,0
tile_1035_lidar.tif,building,1095
tile_1035_lidar.tif,platform,0
tile_1036_lidar.tif,aguada,0
tile_1036_lidar.tif,building,533
tile_1036_lidar.tif,platform,0
tile_1037_lidar.tif,aguada,0
tile_1037_lidar.tif,building,2877
tile_1037_lidar.tif,platform,11092
tile_1038_lidar.tif,aguada,0
tile_1038_lidar.tif,building,0
tile_1038_lidar.tif,platform,0
tile_1039_lidar.tif,aguada,0
tile_1039_lidar.tif,building,19083
tile_1039_lidar.tif,platform,34386
tile_103_lidar.tif,aguada,0
tile_103_lidar.tif,building,7900
tile_103_lidar.tif,platform,3819
tile_1040_lidar.tif,aguada,0
tile_1040_lidar.tif,building,5090
tile_1040_lidar.tif,platform,18390
tile_1041_lidar.tif,aguada,0
tile_1041_lidar.tif,building,145
tile_1041_lidar.tif,platform,0
tile_1042_lidar.tif,aguada,0
tile_1042_lidar.tif,building,1394
tile_1042_lidar.tif,platform,1695
tile_1043_lidar.tif,aguada,0
tile_1043_lidar.tif,building,0
tile_1043_lidar.tif,platform,0
tile_1044_lidar.tif,aguada,0
tile_1044_lidar.tif,building,0
tile_1044_lidar.tif,platform,246
tile_1045_lidar.tif,aguada,0
tile_1045_lidar.tif,building,10826
tile_1045_lidar.tif,platform,11638
tile_1046_lidar.tif,aguada,0
tile_1046_lidar.tif,building,14250
tile_1046_lidar.tif,platform,13076
tile_1047_lidar.tif,aguada,0
tile_1047_lidar.tif,building,8523
tile_1047_lidar.tif,platform,9042
tile_1048_lidar.tif,aguada,0
tile_1048_lidar.tif,building,142
tile_1048_lidar.tif,platform,6563
tile_1049_lidar.tif,aguada,0
tile_1049_lidar.tif,building,3632
tile_1049_lidar.tif,platform,1207
tile_104_lidar.tif,aguada,0
tile_104_lidar.tif,building,0
tile_104_lidar.tif,platform,0
tile_1050_lidar.tif,aguada,0
tile_1050_lidar.tif,building,0
tile_1050_lidar.tif,platform,0
tile_1051_lidar.tif,aguada,0
tile_1051_lidar.tif,building,0
tile_1051_lidar.tif,platform,0
tile_1052_lidar.tif,aguada,0
tile_1052_lidar.tif,building,6319
tile_1052_lidar.tif,platform,7150
tile_1053_lidar.tif,aguada,0
tile_1053_lidar.tif,building,5159
tile_1053_lidar.tif,platform,6525
tile_1054_lidar.tif,aguada,0
tile_1054_lidar.tif,building,0
tile_1054_lidar.tif,platform,0
tile_1055_lidar.tif,aguada,0
tile_1055_lidar.tif,building,9376
tile_1055_lidar.tif,platform,4667
tile_1056_lidar.tif,aguada,0
tile_1056_lidar.tif,building,1900
tile_1056_lidar.tif,platform,10873
tile_1057_lidar.tif,aguada,0
tile_1057_lidar.tif,building,0
tile_1057_lidar.tif,platform,0
tile_1058_lidar.tif,aguada,0
tile_1058_lidar.tif,building,18189
tile_1058_lidar.tif,platform,20345
tile_1059_lidar.tif,aguada,0
tile_1059_lidar.tif,building,0
tile_1059_lidar.tif,platform,0
tile_105_lidar.tif,aguada,0
tile_105_lidar.tif,building,0
tile_105_lidar.tif,platform,0
tile_1060_lidar.tif,aguada,0
tile_1060_lidar.tif,building,0
tile_1060_lidar.tif,platform,0
tile_1061_lidar.tif,aguada,0
tile_1061_lidar.tif,building,0
tile_1061_lidar.tif,platform,0
tile_1062_lidar.tif,aguada,0
tile_1062_lidar.tif,building,0
tile_1062_lidar.tif,platform,0
tile_1063_lidar.tif,aguada,0
tile_1063_lidar.tif,building,0
tile_1063_lidar.tif,platform,7828
tile_1064_lidar.tif,aguada,0
tile_1064_lidar.tif,building,3928
tile_1064_lidar.tif,platform,21920
tile_1065_lidar.tif,aguada,0
tile_1065_lidar.tif,building,0
tile_1065_lidar.tif,platform,472
tile_1066_lidar.tif,aguada,0
tile_1066_lidar.tif,building,1726
tile_1066_lidar.tif,platform,0
tile_1067_lidar.tif,aguada,0
tile_1067_lidar.tif,building,11725
tile_1067_lidar.tif,platform,19611
tile_1068_lidar.tif,aguada,0
tile_1068_lidar.tif,building,2722
tile_1068_lidar.tif,platform,5618
tile_1069_lidar.tif,aguada,0
tile_1069_lidar.tif,building,15765
tile_1069_lidar.tif,platform,9609
tile_106_lidar.tif,aguada,0
tile_106_lidar.tif,building,1720
tile_106_lidar.tif,platform,1348
tile_1070_lidar.tif,aguada,0
tile_1070_lidar.tif,building,960
tile_1070_lidar.tif,platform,923
tile_1071_lidar.tif,aguada,0
tile_1071_lidar.tif,building,0
tile_1071_lidar.tif,platform,0
tile_1072_lidar.tif,aguada,12418
tile_1072_lidar.tif,building,0
tile_1072_lidar.tif,platform,0
tile_1073_lidar.tif,aguada,0
tile_1073_lidar.tif,building,0
tile_1073_lidar.tif,platform,0
tile_1074_lidar.tif,aguada,0
tile_1074_lidar.tif,building,0
tile_1074_lidar.tif,platform,0
tile_1075_lidar.tif,aguada,0
tile_1075_lidar.tif,building,3812
tile_1075_lidar.tif,platform,9378
tile_1076_lidar.tif,aguada,0
tile_1076_lidar.tif,building,0
tile_1076_lidar.tif,platform,0
tile_1077_lidar.tif,aguada,0
tile_1077_lidar.tif,building,7337
tile_1077_lidar.tif,platform,2422
tile_1078_lidar.tif,aguada,0
tile_1078_lidar.tif,building,2338
tile_1078_lidar.tif,platform,2770
tile_1079_lidar.tif,aguada,0
tile_1079_lidar.tif,building,2019
tile_1079_lidar.tif,platform,1830
tile_107_lidar.tif,aguada,13
tile_107_lidar.tif,building,0
tile_107_lidar.tif,platform,0
tile_1080_lidar.tif,aguada,0
tile_1080_lidar.tif,building,3627
tile_1080_lidar.tif,platform,4910
tile_1081_lidar.tif,aguada,0
tile_1081_lidar.tif,building,0
tile_1081_lidar.tif,platform,3779
tile_1082_lidar.tif,aguada,0
tile_1082_lidar.tif,building,0
tile_1082_lidar.tif,platform,0
tile_1083_lidar.tif,aguada,0
tile_1083_lidar.tif,building,0
tile_1083_lidar.tif,platform,0
tile_1084_lidar.tif,aguada,0
tile_1084_lidar.tif,building,9247
tile_1084_lidar.tif,platform,0
tile_1085_lidar.tif,aguada,0
tile_1085_lidar.tif,building,4176
tile_1085_lidar.tif,platform,2828
tile_1086_lidar.tif,aguada,0
tile_1086_lidar.tif,building,0
tile_1086_lidar.tif,platform,0
tile_1087_lidar.tif,aguada,0
tile_1087_lidar.tif,building,13528
tile_1087_lidar.tif,platform,5662
tile_1088_lidar.tif,aguada,0
tile_1088_lidar.tif,building,435
tile_1088_lidar.tif,platform,1848
tile_1089_lidar.tif,aguada,0
tile_1089_lidar.tif,building,1340
tile_1089_lidar.tif,platform,2322
tile_108_lidar.tif,aguada,0
tile_108_lidar.tif,building,0
tile_108_lidar.tif,platform,0
tile_1090_lidar.tif,aguada,0
tile_1090_lidar.tif,building,11
tile_1090_lidar.tif,platform,10
tile_1091_lidar.tif,aguada,0
tile_1091_lidar.tif,building,0
tile_1091_lidar.tif,platform,1342
tile_1092_lidar.tif,aguada,0
tile_1092_lidar.tif,building,0
tile_1092_lidar.tif,platform,0
tile_1093_lidar.tif,aguada,0
tile_1093_lidar.tif,building,514
tile_1093_lidar.tif,platform,0
tile_1094_lidar.tif,aguada,0
tile_1094_lidar.tif,building,0
tile_1094_lidar.tif,platform,0
tile_1095_lidar.tif,aguada,22630
tile_1095_lidar.tif,building,0
tile_1095_lidar.tif,platform,0
tile_1096_lidar.tif,aguada,0
tile_1096_lidar.tif,building,129
tile_1096_lidar.tif,platform,812
tile_1097_lidar.tif,aguada,0
tile_1097_lidar.tif,building,21669
tile_1097_lidar.tif,platform,18881
tile_1098_lidar.tif,aguada,0
tile_1098_lidar.tif,building,0
tile_1098_lidar.tif,platform,0
tile_1099_lidar.tif,aguada,0
tile_1099_lidar.tif,building,0
tile_1099_lidar.tif,platform,0
tile_109_lidar.tif,aguada,0
tile_109_lidar.tif,building,578
tile_109_lidar.tif,platform,0
tile_10_lidar.tif,aguada,0
tile_10_lidar.tif,building,0
tile_10_lidar.tif,platform,0
tile_1100_lidar.tif,aguada,0
tile_1100_lidar.tif,building,3579
tile_1100_lidar.tif,platform,4002
tile_1101_lidar.tif,aguada,0
tile_1101_lidar.tif,building,2015
tile_1101_lidar.tif,platform,0
tile_1102_lidar.tif,aguada,0
tile_1102_lidar.tif,building,14254
tile_1102_lidar.tif,platform,23179
tile_1103_lidar.tif,aguada,0
tile_1103_lidar.tif,building,3621
tile_1103_lidar.tif,platform,2194
tile_1104_lidar.tif,aguada,0
tile_1104_lidar.tif,building,847
tile_1104_lidar.tif,platform,0
tile_1105_lidar.tif,aguada,0
tile_1105_lidar.tif,building,0
tile_1105_lidar.tif,platform,0
tile_1106_lidar.tif,aguada,0
tile_1106_lidar.tif,building,0
tile_1106_lidar.tif,platform,0
tile_1107_lidar.tif,aguada,0
tile_1107_lidar.tif,building,0
tile_1107_lidar.tif,platform,0
tile_1108_lidar.tif,aguada,0
tile_1108_lidar.tif,building,2667
tile_1108_lidar.tif,platform,2667
tile_1109_lidar.tif,aguada,0
tile_1109_lidar.tif,building,0
tile_1109_lidar.tif,platform,0
tile_110_lidar.tif,aguada,0
tile_110_lidar.tif,building,0
tile_110_lidar.tif,platform,0
tile_1110_lidar.tif,aguada,0
tile_1110_lidar.tif,building,31389
tile_1110_lidar.tif,platform,39921
tile_1111_lidar.tif,aguada,0
tile_1111_lidar.tif,building,0
tile_1111_lidar.tif,platform,0
tile_1112_lidar.tif,aguada,0
tile_1112_lidar.tif,building,146
tile_1112_lidar.tif,platform,0
tile_1113_lidar.tif,aguada,0
tile_1113_lidar.tif,building,734
tile_1113_lidar.tif,platform,1464
tile_1114_lidar.tif,aguada,0
tile_1114_lidar.tif,building,0
tile_1114_lidar.tif,platform,0
tile_1115_lidar.tif,aguada,0
tile_1115_lidar.tif,building,5238
tile_1115_lidar.tif,platform,11772
tile_1116_lidar.tif,aguada,0
tile_1116_lidar.tif,building,2808
tile_1116_lidar.tif,platform,8750
tile_1117_lidar.tif,aguada,0
tile_1117_lidar.tif,building,0
tile_1117_lidar.tif,platform,0
tile_1118_lidar.tif,aguada,0
tile_1118_lidar.tif,building,319
tile_1118_lidar.tif,platform,3518
tile_1119_lidar.tif,aguada,0
tile_1119_lidar.tif,building,5583
tile_1119_lidar.tif,platform,0
tile_111_lidar.tif,aguada,0
tile_111_lidar.tif,building,683
tile_111_lidar.tif,platform,2569
tile_1120_lidar.tif,aguada,571
tile_1120_lidar.tif,building,4341
tile_1120_lidar.tif,platform,17591
tile_1121_lidar.tif,aguada,0
tile_1121_lidar.tif,building,2802
tile_1121_lidar.tif,platform,6634
tile_1122_lidar.tif,aguada,0
tile_1122_lidar.tif,building,1781
tile_1122_lidar.tif,platform,7200
tile_1123_lidar.tif,aguada,0
tile_1123_lidar.tif,building,0
tile_1123_lidar.tif,platform,0
tile_1124_lidar.tif,aguada,0
tile_1124_lidar.tif,building,682
tile_1124_lidar.tif,platform,0
tile_1125_lidar.tif,aguada,0
tile_1125_lidar.tif,building,1444
tile_1125_lidar.tif,platform,1852
tile_1126_lidar.tif,aguada,0
tile_1126_lidar.tif,building,3738
tile_1126_lidar.tif,platform,16734
tile_1127_lidar.tif,aguada,0
tile_1127_lidar.tif,building,377
tile_1127_lidar.tif,platform,2808
tile_1128_lidar.tif,aguada,0
tile_1128_lidar.tif,building,5044
tile_1128_lidar.tif,platform,7328
tile_1129_lidar.tif,aguada,0
tile_1129_lidar.tif,building,0
tile_1129_lidar.tif,platform,0
tile_112_lidar.tif,aguada,0
tile_112_lidar.tif,building,330
tile_112_lidar.tif,platform,0
tile_1130_lidar.tif,aguada,0
tile_1130_lidar.tif,building,2863
tile_1130_lidar.tif,platform,4395
tile_1131_lidar.tif,aguada,0
tile_1131_lidar.tif,building,3166
tile_1131_lidar.tif,platform,4195
tile_1132_lidar.tif,aguada,0
tile_1132_lidar.tif,building,1328
tile_1132_lidar.tif,platform,8825
tile_1133_lidar.tif,aguada,0
tile_1133_lidar.tif,building,4648
tile_1133_lidar.tif,platform,13503
tile_1134_lidar.tif,aguada,0
tile_1134_lidar.tif,building,898
tile_1134_lidar.tif,platform,1310
tile_1135_lidar.tif,aguada,0
tile_1135_lidar.tif,building,0
tile_1135_lidar.tif,platform,0
tile_1136_lidar.tif,aguada,0
tile_1136_lidar.tif,building,0
tile_1136_lidar.tif,platform,0
tile_1137_lidar.tif,aguada,0
tile_1137_lidar.tif,building,0
tile_1137_lidar.tif,platform,0
tile_1138_lidar.tif,aguada,0
tile_1138_lidar.tif,building,0
tile_1138_lidar.tif,platform,0
tile_1139_lidar.tif,aguada,0
tile_1139_lidar.tif,building,921
tile_1139_lidar.tif,platform,1402
tile_113_lidar.tif,aguada,0
tile_113_lidar.tif,building,0
tile_113_lidar.tif,platform,0
tile_1140_lidar.tif,aguada,0
tile_1140_lidar.tif,building,1189
tile_1140_lidar.tif,platform,0
tile_1141_lidar.tif,aguada,0
tile_1141_lidar.tif,building,1939
tile_1141_lidar.tif,platform,0
tile_1142_lidar.tif,aguada,0
tile_1142_lidar.tif,building,750
tile_1142_lidar.tif,platform,5147
tile_1143_lidar.tif,aguada,0
tile_1143_lidar.tif,building,4097
tile_1143_lidar.tif,platform,1717
tile_1144_lidar.tif,aguada,0
tile_1144_lidar.tif,building,4727
tile_1144_lidar.tif,platform,0
tile_1145_lidar.tif,aguada,0
tile_1145_lidar.tif,building,1679
tile_1145_lidar.tif,platform,7109
tile_1146_lidar.tif,aguada,0
tile_1146_lidar.tif,building,1454
tile_1146_lidar.tif,platform,0
tile_1147_lidar.tif,aguada,0
tile_1147_lidar.tif,building,1871
tile_1147_lidar.tif,platform,0
tile_1148_lidar.tif,aguada,0
tile_1148_lidar.tif,building,4515
tile_1148_lidar.tif,platform,11318
tile_1149_lidar.tif,aguada,0
tile_1149_lidar.tif,building,2796
tile_1149_lidar.tif,platform,4526
tile_114_lidar.tif,aguada,0
tile_114_lidar.tif,building,9652
tile_114_lidar.tif,platform,12570
tile_1150_lidar.tif,aguada,0
tile_1150_lidar.tif,building,0
tile_1150_lidar.tif,platform,0
tile_1151_lidar.tif,aguada,0
tile_1151_lidar.tif,building,965
tile_1151_lidar.tif,platform,2014
tile_1152_lidar.tif,aguada,0
tile_1152_lidar.tif,building,0
tile_1152_lidar.tif,platform,0
tile_1153_lidar.tif,aguada,0
tile_1153_lidar.tif,building,8974
tile_1153_lidar.tif,platform,8991
tile_1154_lidar.tif,aguada,0
tile_1154_lidar.tif,building,0
tile_1154_lidar.tif,platform,0
tile_1155_lidar.tif,aguada,0
tile_1155_lidar.tif,building,3727
tile_1155_lidar.tif,platform,7423
tile_1156_lidar.tif,aguada,0
tile_1156_lidar.tif,building,5686
tile_1156_lidar.tif,platform,0
tile_1157_lidar.tif,aguada,0
tile_1157_lidar.tif,building,1001
tile_1157_lidar.tif,platform,3992
tile_1158_lidar.tif,aguada,0
tile_1158_lidar.tif,building,19538
tile_1158_lidar.tif,platform,23872
tile_1159_lidar.tif,aguada,0
tile_1159_lidar.tif,building,0
tile_1159_lidar.tif,platform,0
tile_115_lidar.tif,aguada,0
tile_115_lidar.tif,building,6933
tile_115_lidar.tif,platform,1408
tile_1160_lidar.tif,aguada,0
tile_1160_lidar.tif,building,16280
tile_1160_lidar.tif,platform,32109
tile_1161_lidar.tif,aguada,0
tile_1161_lidar.tif,building,4174
tile_1161_lidar.tif,platform,0
tile_1162_lidar.tif,aguada,0
tile_1162_lidar.tif,building,2279
tile_1162_lidar.tif,platform,2377
tile_1163_lidar.tif,aguada,0
tile_1163_lidar.tif,building,10733
tile_1163_lidar.tif,platform,0
tile_1164_lidar.tif,aguada,0
tile_1164_lidar.tif,building,17208
tile_1164_lidar.tif,platform,15946
tile_1165_lidar.tif,aguada,0
tile_1165_lidar.tif,building,2031
tile_1165_lidar.tif,platform,784
tile_1166_lidar.tif,aguada,0
tile_1166_lidar.tif,building,0
tile_1166_lidar.tif,platform,0
tile_1167_lidar.tif,aguada,0
tile_1167_lidar.tif,building,0
tile_1167_lidar.tif,platform,0
tile_1168_lidar.tif,aguada,0
tile_1168_lidar.tif,building,767
tile_1168_lidar.tif,platform,5586
tile_1169_lidar.tif,aguada,0
tile_1169_lidar.tif,building,19388
tile_1169_lidar.tif,platform,31031
tile_116_lidar.tif,aguada,0
tile_116_lidar.tif,building,8757
tile_116_lidar.tif,platform,20800
tile_1170_lidar.tif,aguada,0
tile_1170_lidar.tif,building,7977
tile_1170_lidar.tif,platform,19541
tile_1171_lidar.tif,aguada,25317
tile_1171_lidar.tif,building,0
tile_1171_lidar.tif,platform,0
tile_1172_lidar.tif,aguada,0
tile_1172_lidar.tif,building,590
tile_1172_lidar.tif,platform,0
tile_1173_lidar.tif,aguada,0
tile_1173_lidar.tif,building,11204
tile_1173_lidar.tif,platform,10618
tile_1174_lidar.tif,aguada,0
tile_1174_lidar.tif,building,1610
tile_1174_lidar.tif,platform,2231
tile_1175_lidar.tif,aguada,0
tile_1175_lidar.tif,building,0
tile_1175_lidar.tif,platform,0
tile_1176_lidar.tif,aguada,0
tile_1176_lidar.tif,building,3302
tile_1176_lidar.tif,platform,4853
tile_1177_lidar.tif,aguada,3229
tile_1177_lidar.tif,building,2439
tile_1177_lidar.tif,platform,9661
tile_1178_lidar.tif,aguada,0
tile_1178_lidar.tif,building,4191
tile_1178_lidar.tif,platform,9398
tile_1179_lidar.tif,aguada,0
tile_1179_lidar.tif,building,3664
tile_1179_lidar.tif,platform,0
tile_117_lidar.tif,aguada,0
tile_117_lidar.tif,building,7127
tile_117_lidar.tif,platform,10977
tile_1180_lidar.tif,aguada,0
tile_1180_lidar.tif,building,13314
tile_1180_lidar.tif,platform,13322
tile_1181_lidar.tif,aguada,0
tile_1181_lidar.tif,building,8886
tile_1181_lidar.tif,platform,0
tile_1182_lidar.tif,aguada,0
tile_1182_lidar.tif,building,10
tile_1182_lidar.tif,platform,0
tile_1183_lidar.tif,aguada,0
tile_1183_lidar.tif,building,9032
tile_1183_lidar.tif,platform,2918
tile_1184_lidar.tif,aguada,0
tile_1184_lidar.tif,building,6783
tile_1184_lidar.tif,platform,8674
tile_1185_lidar.tif,aguada,0
tile_1185_lidar.tif,building,2754
tile_1185_lidar.tif,platform,0
tile_1186_lidar.tif,aguada,0
tile_1186_lidar.tif,building,4185
tile_1186_lidar.tif,platform,3909
tile_1187_lidar.tif,aguada,0
tile_1187_lidar.tif,building,0
tile_1187_lidar.tif,platform,0
tile_1188_lidar.tif,aguada,0
tile_1188_lidar.tif,building,0
tile_1188_lidar.tif,platform,0
tile_1189_lidar.tif,aguada,0
tile_1189_lidar.tif,building,585
tile_1189_lidar.tif,platform,4818
tile_118_lidar.tif,aguada,0
tile_118_lidar.tif,building,0
tile_118_lidar.tif,platform,0
tile_1190_lidar.tif,aguada,0
tile_1190_lidar.tif,building,1389
tile_1190_lidar.tif,platform,0
tile_1191_lidar.tif,aguada,0
tile_1191_lidar.tif,building,0
tile_1191_lidar.tif,platform,0
tile_1192_lidar.tif,aguada,0
tile_1192_lidar.tif,building,1965
tile_1192_lidar.tif,platform,1965
tile_1193_lidar.tif,aguada,0
tile_1193_lidar.tif,building,1818
tile_1193_lidar.tif,platform,0
tile_1194_lidar.tif,aguada,0
tile_1194_lidar.tif,building,0
tile_1194_lidar.tif,platform,0
tile_1195_lidar.tif,aguada,0
tile_1195_lidar.tif,building,1389
tile_1195_lidar.tif,platform,8406
tile_1196_lidar.tif,aguada,0
tile_1196_lidar.tif,building,624
tile_1196_lidar.tif,platform,3533
tile_1197_lidar.tif,aguada,0
tile_1197_lidar.tif,building,0
tile_1197_lidar.tif,platform,0
tile_1198_lidar.tif,aguada,0
tile_1198_lidar.tif,building,0
tile_1198_lidar.tif,platform,0
tile_1199_lidar.tif,aguada,0
tile_1199_lidar.tif,building,0
tile_1199_lidar.tif,platform,0
tile_119_lidar.tif,aguada,0
tile_119_lidar.tif,building,0
tile_119_lidar.tif,platform,0
tile_11_lidar.tif,aguada,0
tile_11_lidar.tif,building,0
tile_11_lidar.tif,platform,0
tile_1200_lidar.tif,aguada,0
tile_1200_lidar.tif,building,1466
tile_1200_lidar.tif,platform,2162
tile_1201_lidar.tif,aguada,0
tile_1201_lidar.tif,building,10956
tile_1201_lidar.tif,platform,8878
tile_1202_lidar.tif,aguada,0
tile_1202_lidar.tif,building,2319
tile_1202_lidar.tif,platform,0
tile_1203_lidar.tif,aguada,0
tile_1203_lidar.tif,building,2504
tile_1203_lidar.tif,platform,10627
tile_1204_lidar.tif,aguada,0
tile_1204_lidar.tif,building,8894
tile_1204_lidar.tif,platform,17028
tile_1205_lidar.tif,aguada,0
tile_1205_lidar.tif,building,971
tile_1205_lidar.tif,platform,4672
tile_1206_lidar.tif,aguada,0
tile_1206_lidar.tif,building,0
tile_1206_lidar.tif,platform,0
tile_1207_lidar.tif,aguada,0
tile_1207_lidar.tif,building,1439
tile_1207_lidar.tif,platform,6412
tile_1208_lidar.tif,aguada,0
tile_1208_lidar.tif,building,1
tile_1208_lidar.tif,platform,0
tile_1209_lidar.tif,aguada,0
tile_1209_lidar.tif,building,0
tile_1209_lidar.tif,platform,0
tile_120_lidar.tif,aguada,0
tile_120_lidar.tif,building,0
tile_120_lidar.tif,platform,5582
tile_1210_lidar.tif,aguada,0
tile_1210_lidar.tif,building,37661
tile_1210_lidar.tif,platform,55109
tile_1211_lidar.tif,aguada,0
tile_1211_lidar.tif,building,0
tile_1211_lidar.tif,platform,0
tile_1212_lidar.tif,aguada,0
tile_1212_lidar.tif,building,0
tile_1212_lidar.tif,platform,0
tile_1213_lidar.tif,aguada,0
tile_1213_lidar.tif,building,1738
tile_1213_lidar.tif,platform,0
tile_1214_lidar.tif,aguada,0
tile_1214_lidar.tif,building,0
tile_1214_lidar.tif,platform,0
tile_1215_lidar.tif,aguada,0
tile_1215_lidar.tif,building,0
tile_1215_lidar.tif,platform,0
tile_1216_lidar.tif,aguada,0
tile_1216_lidar.tif,building,9735
tile_1216_lidar.tif,platform,15953
tile_1217_lidar.tif,aguada,0
tile_1217_lidar.tif,building,1621
tile_1217_lidar.tif,platform,2062
tile_1218_lidar.tif,aguada,0
tile_1218_lidar.tif,building,6617
tile_1218_lidar.tif,platform,9362
tile_1219_lidar.tif,aguada,44703
tile_1219_lidar.tif,building,691
tile_1219_lidar.tif,platform,0
tile_121_lidar.tif,aguada,0
tile_121_lidar.tif,building,188
tile_121_lidar.tif,platform,223
tile_1220_lidar.tif,aguada,0
tile_1220_lidar.tif,building,0
tile_1220_lidar.tif,platform,0
tile_1221_lidar.tif,aguada,0
tile_1221_lidar.tif,building,2304
tile_1221_lidar.tif,platform,2668
tile_1222_lidar.tif,aguada,0
tile_1222_lidar.tif,building,0
tile_1222_lidar.tif,platform,0
tile_1223_lidar.tif,aguada,0
tile_1223_lidar.tif,building,368
tile_1223_lidar.tif,platform,0
tile_1224_lidar.tif,aguada,0
tile_1224_lidar.tif,building,9107
tile_1224_lidar.tif,platform,4464
tile_1225_lidar.tif,aguada,0
tile_1225_lidar.tif,building,1266
tile_1225_lidar.tif,platform,2448
tile_1226_lidar.tif,aguada,0
tile_1226_lidar.tif,building,5415
tile_1226_lidar.tif,platform,8051
tile_1227_lidar.tif,aguada,0
tile_1227_lidar.tif,building,3518
tile_1227_lidar.tif,platform,6260
tile_1228_lidar.tif,aguada,274
tile_1228_lidar.tif,building,42109
tile_1228_lidar.tif,platform,57902
tile_1229_lidar.tif,aguada,0
tile_1229_lidar.tif,building,0
tile_1229_lidar.tif,platform,0
tile_122_lidar.tif,aguada,0
